Id,SMILES,Protein,Ligand,type,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binder prob mean,Binder prob std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
test122,COc1cccc(C(=O)NNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCC2)c1O,2ZEC.pdb,2ZEC_13_d_processed.sdf,decoys,28,389.432,0,0.000323681,0.000643507,-6.686349709,-0.933015887,-0.238798204,-0.033321996,4.907181774,0.568374569,4.952851636,0.691122879
test124,Cc1ccnc(-n2c(S[C@@H](C)C(=O)c3c(N)n(C)c(=O)n(C)c3=O)nc3ccccc3c2=O)c1,2ZEC.pdb,2ZEC_14_d_processed.sdf,decoys,34,478.534,0,5.87E-11,1.15E-10,-8.460268276,-0.427785672,-0.24883142,-0.012581932,6.202842985,0.277266689,6.26686539,0.316878276
test126,CCN(CC)c1ccc(/C=N/[N-]C(=O)c2c(C[NH+](CC)CC)nnn2-c2nonc2N)c(O)c1,2ZEC.pdb,2ZEC_15_d_processed.sdf,decoys,34,470.538,0,0.339273949,0.34149028,-9.114122936,-0.794754192,-0.268062439,-0.023375123,6.922249045,0.714778315,6.751202175,0.588706809
test128,O=C([C@@H]1C[C@@H](O)C2=[NH+]c3ccccc3CN21)N(c1ccccc1O)S(=O)(=O)Oc1ccccc1,2ZEC.pdb,2ZEC_16_d_processed.sdf,decoys,34,480.522,0,0.199979481,0.399958463,-8.413144653,-0.541449922,-0.247445431,-0.015924998,6.286961147,0.32371551,6.231959002,0.401074017
test130,O=C(CSc1n[nH]c(N/N=C/c2ccc(O)cc2O)n1)Nc1ccc(Cl)c(C(F)(F)F)c1,2ZEC.pdb,2ZEC_17_d_processed.sdf,decoys,32,486.863,0,9.61E-12,1.81E-11,-8.196138157,-0.570805025,-0.256129317,-0.017837657,6.345899309,0.640363039,6.07121345,0.422818537
test132,CCCn1c(N)c(C(=O)CN(C)CC(=O)Nc2c(C)cc(C)cc2C)c(=O)[nH]c1=O,2ZEC.pdb,2ZEC_18_d_processed.sdf,decoys,30,415.494,0,0.026556839,0.029758402,-7.525256835,-0.699143711,-0.250841894,-0.02330479,5.289193903,0.467881238,5.574264322,0.517884231
test134,C[N@@H+](CC(N)=O)CC(=O)Nc1ccc(NC(=O)c2ccco2)cc1C(F)(F)F,2ZEC.pdb,2ZEC_19_d_processed.sdf,decoys,28,399.349,0,1.69E-06,3.31E-06,-7.107769408,-0.432340995,-0.253848907,-0.01544075,5.261180196,0.398802778,5.265014376,0.320252589
test135,Cc1cccc(NC(=O)C[NH+]2CC[NH+]([C@@H](C)C(=O)Nc3sccc3C(N)=O)CC2)c1C,2ZEC.pdb,2ZEC_1_d_processed.sdf,decoys,31,445.589,0,1.25E-07,2.46E-07,-8.172233697,-0.740594041,-0.263620442,-0.02389013,5.850736141,0.733528661,6.053506442,0.548588178
test138,COc1ccc(Cn2nnnc2[C@@H](c2cc3cc(OC)ccc3[nH]c2=O)[NH+]2CCC(O)CC2)cc1,2ZEC.pdb,2ZEC_20_d_processed.sdf,decoys,35,477.545,0,2.60E-07,4.93E-07,-8.371473517,-0.636168824,-0.239184958,-0.018176252,6.174450125,0.489940953,6.201091494,0.471236166
test139,COCCNC(=O)[C@H](c1ccc2ncccc2c1)N(CCOC)C(=O)c1snc(C(N)=O)c1N,2ZEC.pdb,2ZEC_2_d_processed.sdf,decoys,34,486.554,0,0.944175625,0.107822174,-9.353251495,-0.544545327,-0.275095632,-0.016016039,6.970555578,0.561909925,6.928334441,0.403366909
test141,COCCNC(=O)[C@H](c1ccc(OC)cc1)N(C(=O)c1snc(C(N)=O)c1N)C1CCCC1,2ZEC.pdb,2ZEC_3_d_processed.sdf,decoys,33,475.571,0,0.999895656,0.000132846,-9.226578641,-0.859900279,-0.279593292,-0.026057584,6.835605008,0.608456338,6.834502697,0.636963169
test143,COc1cccc([C@@H](CNC(=O)C[C@H](NC(N)=O)c2cccc(C)c2)[NH+](C)C)c1,2ZEC.pdb,2ZEC_4_d_processed.sdf,decoys,29,399.515,0,5.42E-06,7.52E-06,-6.860804445,-0.582726484,-0.236579464,-0.020094017,5.093242509,0.56733177,5.082077367,0.431649247
test145,C[C@@H]1CCC[N@H+](C(C)(C)CNC(=O)C(=O)Nc2ccc(Cl)c(C(N)=O)c2)C1,2ZEC.pdb,2ZEC_5_d_processed.sdf,decoys,27,395.911,0,2.20E-05,4.40E-05,-8.028941386,-0.594623794,-0.297368199,-0.022023103,5.900581564,0.419524167,5.94736399,0.440462069
test147,COC(=O)c1[nH]c2cccc(O)c2c1NC(=O)C[NH+]1CCC(C(N)=O)CC1,2ZEC.pdb,2ZEC_6_d_processed.sdf,decoys,27,375.405,0,1.27E-05,2.52E-05,-6.013534575,-0.985802899,-0.222723503,-0.036511218,4.370731933,0.753957727,4.454470055,0.73022437
test149,O=C1CN(NC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)Nc4ccc(F)cc4)cc23)C(=O)[N-]1,2ZEC.pdb,2ZEC_7_d_processed.sdf,decoys,32,458.407,0,1.49E-06,2.94E-06,-8.859353757,-0.81268637,-0.276854805,-0.025396449,6.615394797,0.592508634,6.562484264,0.601989904
test151,NC(=O)c1c(Nc2nc(NCCOCCO)nc3c2cnn3-c2ccccc2)sc2c1CCC2,2ZEC.pdb,2ZEC_8_d_processed.sdf,decoys,34,479.566,0,0.043228659,0.086457273,-8.343855194,-0.688613075,-0.245407506,-0.020253326,6.772793361,0.549845161,6.180633477,0.510083759
test153,CC(C)(C)NC(=O)[C@@H](c1ccc(Cl)cc1)N(Cc1ccccc1F)C(=O)c1snc(C(N)=O)c1N,2ZEC.pdb,2ZEC_9_d_processed.sdf,decoys,35,518.014,0,0.433410687,0.465784971,-10.5349396,-0.929671038,-0.300998274,-0.02656203,7.836966106,0.676544634,7.803658962,0.688645213
test154,Cc1nn(C)c2ncc(S(=O)(=O)[N-]c3cccc(C(=O)[O-])c3)cc12,3BKL.pdb,3BKL_10_d_processed.sdf,decoys,24,344.352,0,0.035281353,0.070561897,-8.494194511,-0.498456579,-0.353924771,-0.020769024,6.350103174,0.393394418,6.291995934,0.369227096
test155,Cc1nn(C)c2ncc(S(=O)(=O)[N-]c3ccc(C(=O)[O-])cc3)cc12,3BKL.pdb,3BKL_11_d_processed.sdf,decoys,24,344.352,0,1.22E-06,2.23E-06,-7.904705235,-0.521080754,-0.329362718,-0.021711698,5.947753157,0.390739978,5.855337211,0.385985744
test156,O=C([O-])c1cc(C(=O)[O-])cc(N2C(=O)C[C@@H](N3CCOCC3)C2=O)c1,3BKL.pdb,3BKL_12_d_processed.sdf,decoys,25,346.295,0,0.598397267,0.488491121,-10.06727092,-0.255112498,-0.402690837,-0.0102045,7.486249583,0.19303877,7.45723772,0.18897222
test157,Cc1cccc(NC(=O)CN2C(=O)N/C(=C/c3ccc(OCc4ccccc4C(=O)[O-])cc3)C2=O)c1,3BKL.pdb,3BKL_13_d_processed.sdf,decoys,36,484.488,0,0.12050437,0.240885542,-11.71098991,-0.846001418,-0.325305275,-0.023500039,8.905535562,0.5694241,8.674807344,0.626667717
test158,COc1cc(/C=N/Nc2nc(SCc3nnc(C(C)(C)C)o3)n[nH]2)cc([N+](=O)[O-])c1[O-],3BKL.pdb,3BKL_14_d_processed.sdf,decoys,31,447.457,0,0.201307672,0.39935182,-13.33472651,-0.605910876,-0.430152468,-0.019545512,9.823607581,0.282467365,9.877575193,0.448822871
test159,COc1cc(/C=C/C(=O)c2c([O-])n(C)c(=O)n(C)c2=O)cc([N+](=O)[O-])c1[O-],3BKL.pdb,3BKL_15_d_processed.sdf,decoys,27,375.293,0,0.799495543,0.399748906,-10.65308772,-0.867317218,-0.394558804,-0.03212286,7.728314877,0.545825319,7.891176088,0.642457199
test160,CCOC(=O)c1sc(NC(=O)CSc2nc([O-])c(NC(C)=O)c(=O)[nH]2)nc1-c1ccccc1,3BKL.pdb,3BKL_16_d_processed.sdf,decoys,33,488.527,0,0.005094489,0.006729655,-11.90387768,-0.993299495,-0.360723566,-0.030099985,8.922870227,0.698330739,8.817687171,0.735777404
test161,CCCn1c(SCC(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)nc2sc(CC)cc2c1=O,3BKL.pdb,3BKL_17_d_processed.sdf,decoys,32,473.532,0,0.849064296,0.301492047,-13.48196526,-0.94934253,-0.421311414,-0.029666954,9.851333482,0.680450817,9.98664093,0.703216689
test162,CCOC(=O)C1=C2CC[C@H](C)C[C@@H]2S[C@@H]1NC(=O)CSc1nnc(CCC(=O)[O-])c([O-])n1,3BKL.pdb,3BKL_18_d_processed.sdf,decoys,32,480.568,0,0.996219575,0.006195843,-11.43501406,-0.588860425,-0.357344189,-0.018401888,8.419803006,0.532194957,8.470380783,0.436192907
test163,O=[N+]([O-])c1ccc([O-])c(/C=N/Nc2nc(SCc3nnc(-c4ccc(F)cc4)o3)n[nH]2)c1,3BKL.pdb,3BKL_19_d_processed.sdf,decoys,32,455.411,0,2.71E-06,5.41E-06,-10.05014329,-0.615099081,-0.314066978,-0.019221846,7.976760387,0.467729388,7.444550582,0.455628949
test164,Cn1cc([C@H](C(=O)[O-])N2CCN(C=O)CC2)c2ccc(C(=O)[O-])cc21,3BKL.pdb,3BKL_1_d_processed.sdf,decoys,25,343.339,0,0.615646419,0.403213396,-9.347632834,-0.977562966,-0.373905313,-0.039102519,7.101365294,0.603208064,6.92417247,0.724120715
test165,O=C([O-])COc1ccc(/C=N/NC(=O)c2cccc(S(=O)(=O)[N-]c3ccc(Cl)cc3)c2)cc1,3BKL.pdb,3BKL_20_d_processed.sdf,decoys,33,485.905,0,0.567747457,0.464054712,-13.02872294,-1.537225507,-0.394809786,-0.046582591,9.868001257,1.262824936,9.650905882,1.138685561
test166,O=C([N-]S(=O)(=O)c1ccc(Cl)s1)c1ccc(C(=O)[O-])nc1,3BKL.pdb,3BKL_2_d_processed.sdf,decoys,21,344.757,0,0.483458953,0.392664127,-9.371091005,-0.72590457,-0.446242429,-0.034566884,6.867228985,0.468911287,6.941548892,0.537707089
test167,O=P([O-])([O-])OC[C@@H]1O[C@@H](n2cnc3c2ncn2ccnc32)C[C@@H]1O,3BKL.pdb,3BKL_3_d_processed.sdf,decoys,24,353.231,0,0.058002802,0.115999206,-7.249886268,-0.81293721,-0.302078594,-0.033872384,5.546770232,0.661131217,5.370286124,0.602175711
test168,O=C(Nc1ccc(Cl)c(S(=O)(=O)[N-]c2ccc(Cl)cc2)c1)[C@H]1CC=CC[C@H]1C(=O)[O-],3BKL.pdb,3BKL_4_d_processed.sdf,decoys,30,467.33,0,0.996996737,0.005997888,-8.493119206,-0.722351347,-0.283103974,-0.024078378,6.446204117,0.676004781,6.291199412,0.535075072
test169,O=P([O-])([O-])OC[C@@H]1O[C@@H](n2cnc3c2ncn2ccnc32)C[C@H]1O,3BKL.pdb,3BKL_5_d_processed.sdf,decoys,24,353.231,0,0.000356417,0.000712142,-7.165616012,-0.771700288,-0.298567334,-0.032154179,5.542751108,0.596810113,5.307863712,0.571629843
test170,O=C([O-])CCNS(=O)(=O)c1ccc(NC(=O)c2ccccc2OCc2ccccc2Cl)cc1,3BKL.pdb,3BKL_6_d_processed.sdf,decoys,33,487.941,0,0.447509164,0.453804349,-10.68945535,-1.314226285,-0.323922889,-0.039825039,7.970698833,0.856486166,7.918115071,0.973500952
test171,O=C([O-])c1cc(Br)cc(S(=O)(=O)[N-]c2cnccn2)c1F,3BKL.pdb,3BKL_7_d_processed.sdf,decoys,21,374.147,0,5.61E-08,1.11E-07,-8.486981147,-0.591061226,-0.404141959,-0.028145773,6.31966441,0.41468163,6.286652701,0.43782313
test172,Cc1ccsc1C(=O)N[N-]S(=O)(=O)c1cc(C(=O)[O-])cs1,3BKL.pdb,3BKL_8_d_processed.sdf,decoys,21,344.395,0,0.208097023,0.39573009,-8.202747151,-0.917467885,-0.390607007,-0.043688947,6.146248136,0.535326212,6.076109001,0.679605841
test173,N#Cc1ccccc1CS(=O)(=O)Nc1cccc(S(=O)(=O)Nc2ccccc2C(=O)[O-])c1,3BKL.pdb,3BKL_9_d_processed.sdf,decoys,32,470.508,0,0.399890476,0.489691777,-9.676935482,-0.968252696,-0.302404234,-0.030257897,7.460370472,0.758989641,7.168100357,0.717224219
test175,Nc1nc(SCC(=O)/N=c2\sccn2Cc2ccccc2Cl)n[nH]1,3BZ3.pdb,3BZ3_10_d_processed.sdf,decoys,24,380.886,0,0.000170124,0.000274106,-7.945535016,-0.836283222,-0.331063959,-0.034845134,5.918965135,0.53311003,5.885581493,0.619469053
test176,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(S(N)(=O)=O)cc4)o3)SC2=S)cc1,3BZ3.pdb,3BZ3_11_d_processed.sdf,decoys,30,456.57,0,1.61E-11,3.22E-11,-9.97062054,-0.548329633,-0.332354018,-0.018277654,7.517338889,0.534820753,7.385644845,0.406170098
test177,C[NH+](CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,3BZ3.pdb,3BZ3_12_d_processed.sdf,decoys,38,508.558,0,7.34E-20,6.57E-20,-9.22317901,-0.731121928,-0.242715237,-0.019240051,6.826082025,0.559514635,6.831984452,0.541571798
test178,O=C(NCC(F)(F)F)NNC(=O)c1ccc2noc(-c3ccccc3)c2c1,3BZ3.pdb,3BZ3_13_d_processed.sdf,decoys,27,378.31,0,6.18E-09,5.34E-09,-8.085435421,-0.411766702,-0.299460571,-0.015250619,6.154989311,0.34599113,5.989211423,0.305012372
test179,CN1c2ccccc2N[C@H]1CCc1cccc([N-]S(=O)(=O)c2cnc[nH]2)c1,3BZ3.pdb,3BZ3_14_d_processed.sdf,decoys,27,382.469,0,0.026187823,0.048066682,-8.21785513,-0.892781449,-0.304365005,-0.03306598,5.987646852,0.780486807,6.087300096,0.661319592
test180,O=C(NCc1n[nH]c(-c2cccs2)n1)N[C@@H](c1ccccc1)c1ccco1,3BZ3.pdb,3BZ3_15_d_processed.sdf,decoys,27,379.445,0,4.41E-16,8.77E-16,-9.020148723,-0.343214452,-0.334079582,-0.012711646,6.659800325,0.354441898,6.681591647,0.254232927
test181,C[NH+]1CCN(CCCNC(=O)Nc2c(-c3ccc(Cl)cc3)nn(-c3ccc(F)cc3)c2N)CC1,3BZ3.pdb,3BZ3_16_d_processed.sdf,decoys,34,487.003,0,2.05E-11,2.88E-11,-8.853246689,-0.581113974,-0.260389608,-0.017091587,6.493762084,0.367741736,6.55796051,0.430454796
test182,CC1=C(C(=O)N2C[C@@H](C(=O)NCCc3c[nH]c4ccccc34)C3(CC[NH2+]CC3)C2)[C@@H](c2cc(C)on2)ON1,3BZ3.pdb,3BZ3_17_d_processed.sdf,decoys,38,519.626,0,2.70E-11,5.29E-11,-10.43448735,-0.399513354,-0.274591772,-0.010513509,7.518997874,0.35100013,7.729249886,0.295935818
test183,Cc1nc(-c2ccc3c(c2)CCN3C(=O)CSc2nc(N)c3ccsc3n2)cs1,3BZ3.pdb,3BZ3_18_d_processed.sdf,decoys,29,439.591,0,3.99E-07,7.97E-07,-9.557890647,-1.005209295,-0.329582436,-0.034662389,7.129784039,0.735602117,7.079918998,0.744599478
test184,CCC(=O)N[C@@H](C(=O)NNC(=O)c1oc2ccccc2c1C)c1ccccc1,3BZ3.pdb,3BZ3_19_d_processed.sdf,decoys,28,379.416,0,7.89E-06,1.58E-05,-7.721533748,-0.656642222,-0.275769062,-0.023451508,5.79252788,0.426798589,5.719654628,0.486401646
test185,Cc1ccc2nc3c(c(C(=O)O[C@H](C(=O)NC(N)=O)C(C)C)c2c1)CCCC3,3BZ3.pdb,3BZ3_1_d_processed.sdf,decoys,28,383.448,0,0.000241931,0.000474268,-9.350439681,-0.879241629,-0.333944274,-0.031401487,6.875772885,0.423678638,6.926251616,0.651290095
test186,CC(C)[C@H](NC(=O)[C@H]1CN(C(=O)c2ccc(Cl)cc2Cl)CC12CC[NH2+]CC2)C(=O)NC(C)(C)C,3BZ3.pdb,3BZ3_20_d_processed.sdf,decoys,34,512.502,0,9.33E-05,0.000186663,-9.954547242,-0.519378847,-0.292780801,-0.015275848,7.472301688,0.601178425,7.373738698,0.384725072
test187,O=C1c2n[nH]c(-c3ccccc3O)c2[C@@H](c2cccc(Br)c2)N1C[C@H]1CCCO1,3BZ3.pdb,3BZ3_2_d_processed.sdf,decoys,29,454.324,0,2.28E-08,4.54E-08,-9.696337877,-0.840853173,-0.334356479,-0.028994937,7.047518798,0.421934517,7.182472501,0.622854202
test188,O=C(CSc1n[nH]c([N-]N=C2CCCCC2)n1)Nc1cc(F)ccc1F,3BZ3.pdb,3BZ3_3_d_processed.sdf,decoys,26,379.416,0,0.998756015,0.002486718,-8.866263924,-0.799502004,-0.341010151,-0.030750077,6.63016367,0.750458134,6.567602907,0.592223707
test189,CCCn1c([O-])c([C@@H]2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)n(CCC)c1=O,3BZ3.pdb,3BZ3_4_d_processed.sdf,decoys,28,382.464,0,2.19E-09,3.65E-09,-8.282021969,-0.679870483,-0.295786499,-0.024281089,6.180716174,0.422691046,6.134831088,0.503607765
test190,Nn1c(SCC(=O)N2CCc3ccccc32)nc2scc(-c3ccccc3)c2c1=O,3BZ3.pdb,3BZ3_5_d_processed.sdf,decoys,30,434.546,0,0.399849485,0.489693123,-9.405510889,-0.458013643,-0.31351703,-0.015267121,7.093601363,0.271057226,6.967045103,0.339269365
test191,CNC(=O)c1ccc(/C=C/C(=O)NNC(=O)c2oc3ccccc3c2C)cc1,3BZ3.pdb,3BZ3_6_d_processed.sdf,decoys,28,377.4,0,0.415233015,0.462297269,-8.354564748,-0.720574543,-0.298377312,-0.025734805,6.284505708,0.487530153,6.18856648,0.533758921
test192,C=CCN1C(=O)[C@@]2(C(C#N)=C(N)N(c3ccc(Cl)cc3)C3=CCCC(O)=C32)c2ccccc21,3BZ3.pdb,3BZ3_7_d_processed.sdf,decoys,33,456.933,0,5.49E-13,4.51E-13,-9.555901888,-0.484368641,-0.289572784,-0.014677838,7.17078277,0.464835281,7.078445843,0.358791586
test193,C[C@@H]1[C@@H](C)CCC[C@H]1[NH2+]CC(=O)Nc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccc2c(c1)OCCO2,3BZ3.pdb,3BZ3_8_d_processed.sdf,decoys,35,483.545,0,0.000306432,0.000612636,-9.120152388,-0.86083926,-0.260575783,-0.024595407,6.85625955,0.58203928,6.755668436,0.637658711
test194,COc1ccc2[nH]cc(CCNC(=O)[C@H]3CN(C(=O)c4ccc(Cl)c(Cl)c4)CC34CC[NH2+]CC4)c2c1,3BZ3.pdb,3BZ3_9_d_processed.sdf,decoys,36,530.476,0,1.78E-18,2.10E-18,-9.54290139,-0.613269945,-0.265080594,-0.017035276,7.343942233,0.397573069,7.068815844,0.454274034
test195,C=CCN[C@H]1SC=C(c2ccc(OC)cc2)N1NC(=O)COc1ccc(Br)cc1,3CCW.pdb,3CCW_10_d_processed.sdf,decoys,29,476.396,0,0.250815315,0.377441317,-6.827618684,-0.737585074,-0.235435127,-0.025433968,5.014567307,0.413185226,5.057495322,0.546359314
test196,CCOC(=O)c1c(NC(=O)CSc2nnc(CCC(=O)[O-])c([O-])n2)sc(C(=O)NC)c1C,3CCW.pdb,3CCW_11_d_processed.sdf,decoys,32,481.512,0,1.96E-05,3.73E-05,-6.858171129,-0.789327532,-0.214317848,-0.024666485,4.84442922,0.620691157,5.080126762,0.584687061
test197,C=CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCOCCO)[C@@H]2c2ccc(OCC)c(OCC)c2)c(C)c1,3CCW.pdb,3CCW_12_d_processed.sdf,decoys,38,525.598,0,1.58E-06,2.90E-06,-7.943552327,-0.537949324,-0.209040851,-0.014156561,5.835802964,0.469245902,5.884112835,0.39848098
test198,O=C(CSc1nc2ccccc2c(=O)n1CCCO)Nc1ccccc1Sc1ccccc1,3CCW.pdb,3CCW_13_d_processed.sdf,decoys,33,477.611,0,0.246480346,0.263622125,-7.231839752,-0.728420757,-0.219146659,-0.022073356,5.607434681,0.468921954,5.356918335,0.539570931
test199,C=CCOc1cccc(C(=O)C2=C(O)C(=O)N(CCCO)[C@@H]2c2ccc(OCCCCC)c(OCC)c2)c1,3CCW.pdb,3CCW_14_d_processed.sdf,decoys,38,523.626,0,0.390496524,0.462031935,-7.468743856,-0.686076646,-0.196545891,-0.018054649,5.585906301,0.568795095,5.532402856,0.508204923
test200,CCOc1cc([C@H]2C(C(=O)c3ccc(OC(C)C)c(C)c3)=C([O-])C(=O)N2CCO)ccc1OCCC(C)C,3CCW.pdb,3CCW_15_d_processed.sdf,decoys,38,524.634,0,0.059512705,0.118034652,-7.698413719,-0.673063202,-0.202589835,-0.01771219,5.632978235,0.550326677,5.702528681,0.498565335
test201,CCCCCCOc1ccc([C@H]2c3c(n[nH]c3-c3cc(Cl)ccc3O)C(=O)N2CCCOC)cc1OC,3CCW.pdb,3CCW_16_d_processed.sdf,decoys,37,528.049,0,1.06E-10,1.28E-10,-7.730299146,-0.470440247,-0.208927004,-0.012714601,5.572721958,0.244537082,5.726147515,0.348474257
test202,O=C(NCCc1c[nH]c2ccccc12)/C(=C/c1cccs1)NC(=O)c1ccco1,3CCW.pdb,3CCW_17_d_processed.sdf,decoys,29,405.479,0,6.23E-05,0.000120634,-6.195588592,-0.811682194,-0.213640986,-0.027989041,4.582095453,0.603795202,4.589324883,0.60124607
test203,C=CCOc1cccc(C(=O)C2=C(O)C(=O)N(CCCO)[C@@H]2c2ccc(OCCC(C)C)c(OCC)c2)c1,3CCW.pdb,3CCW_18_d_processed.sdf,decoys,38,523.626,0,0.0006517,0.001279695,-8.340216923,-0.919103261,-0.219479393,-0.024186928,6.145805495,0.486629629,6.177938461,0.68081723
test204,C=CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCCC)[C@H]2c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,3CCW.pdb,3CCW_19_d_processed.sdf,decoys,38,519.682,0,0.180986784,0.361606069,-8.115123705,-0.773402976,-0.213555887,-0.02035271,6.147278241,0.548542769,6.011202744,0.572891093
test205,C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCO)[C@H]2c2ccc(OCCC(C)C)c(OCC)c2)cc1C,3CCW.pdb,3CCW_1_d_processed.sdf,decoys,39,536.645,0,0.246438764,0.331850814,-8.449845641,-0.569743549,-0.216662709,-0.014608809,6.263214452,0.360903723,6.259144919,0.422032258
test206,CCCCOc1cccc(/C([O-])=C2/C(=O)C(=O)N(CCOCCO)[C@H]2c2cccc(Br)c2)c1,3CCW.pdb,3CCW_20_d_processed.sdf,decoys,33,517.396,0,0.000329889,0.000496656,-7.05371888,-1.125936815,-0.213749057,-0.034119297,5.344914777,0.637306044,5.224976948,0.83402727
test207,C=CCOc1ccc([C@H]2C(C(=O)c3cccc(OCCCC)c3)=C([O-])C(=O)N2CCOCCO)cc1OC,3CCW.pdb,3CCW_2_d_processed.sdf,decoys,38,524.59,0,0.08418522,0.106313506,-8.062914337,-0.559756993,-0.212181956,-0.014730447,6.164017405,0.489378872,5.972529139,0.414634809
test208,COc1ccc(C(=O)N(CCCNC(=O)c2nc(=O)c3ccccc3[nH]2)Cc2ccccc2)cc1[N+](=O)[O-],3CCW.pdb,3CCW_3_d_processed.sdf,decoys,38,515.526,0,0.597898757,0.487969618,-8.014978879,-0.577417128,-0.210920497,-0.015195188,6.2470041,0.561681589,5.937021392,0.427716391
test209,COc1cc([C@@H]2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2CCCOC(C)C)ccc1OCC(C)C,3CCW.pdb,3CCW_4_d_processed.sdf,decoys,37,528.049,0,1.36E-11,1.73E-11,-8.230997709,-0.716021288,-0.222459398,-0.019351927,6.158980165,0.685591245,6.09703534,0.530386139
test210,O=C(NCCCC(=O)N(Cc1ccc(Cl)c(Cl)c1)Cc1ccccn1)NC1CCCCC1,3CCW.pdb,3CCW_5_d_processed.sdf,decoys,32,477.436,0,0.646691206,0.416950608,-7.937283775,-0.655877693,-0.248040118,-0.020496178,5.874190331,0.330540879,5.879469463,0.485835328
test211,CCCCCCOc1ccc([C@@H]2c3c(n[nH]c3-c3cc(Cl)ccc3O)C(=O)N2CCCOC)cc1OC,3CCW.pdb,3CCW_6_d_processed.sdf,decoys,37,528.049,0,5.91E-08,1.17E-07,-8.003512573,-0.721450639,-0.216311151,-0.019498666,5.881973335,0.646452997,5.928527832,0.534407881
test212,CCCOc1ccc([C@H]2C[NH2+][C@@H](c3cc(OC)ccc3OC)c3[nH]c4ccccc4c32)cc1OCC,3CCW.pdb,3CCW_7_d_processed.sdf,decoys,36,487.62,0,0.16286671,0.325151161,-8.656232612,-0.659743451,-0.240450906,-0.018326207,5.969512803,0.555594276,6.412024157,0.488698852
test213,CCCCOc1ccc([C@H]2c3c(n[nH]c3-c3cc(Cl)ccc3O)C(=O)N2CCCOC(C)C)cc1OC,3CCW.pdb,3CCW_8_d_processed.sdf,decoys,37,528.049,0,7.86E-12,1.48E-11,-7.313624842,-0.89548431,-0.197665536,-0.024202279,5.560025351,0.445777181,5.417499883,0.663321711
test214,O=C(NCCc1cc2ccccc2[nH]1)/C(=C/c1cccnc1)NC(=O)c1ccccc1,3CCW.pdb,3CCW_9_d_processed.sdf,decoys,31,410.477,0,9.41E-05,0.000188254,-6.026031125,-0.740055825,-0.194388101,-0.023872769,4.685943672,0.336498957,4.463726759,0.5481895
test221,Cc1cc(C(=O)N/N=C/c2cccc3ccccc23)c(C)o1,3KBA.pdb,3KBA_10_d_processed.sdf,decoys,22,292.338,0,0.265751766,0.34156129,-9.256169813,-0.653837401,-0.420734992,-0.029719882,6.912617956,0.285014185,6.856422084,0.484324001
test222,Cc1ccc(-c2nc3ncccn3c2Nc2ccc(C)cc2C)cc1,3KBA.pdb,3KBA_11_d_processed.sdf,decoys,25,328.419,0,0.027021989,0.03166991,-9.442419985,-0.451274061,-0.377696799,-0.018050962,6.948435238,0.404991854,6.994385174,0.334277082
test223,Cc1cc(C)c(-c2ccnc(Nc3ccccc3C#N)n2)c(C)c1,3KBA.pdb,3KBA_12_d_processed.sdf,decoys,24,314.392,0,0.41418954,0.477934112,-9.010382601,-0.703329516,-0.375432608,-0.029305397,6.759800979,0.524428331,6.674357482,0.520984827
test224,Cc1cccc(CC[C@H]2NCCc3c2sc2ncnn32)c1,3KBA.pdb,3KBA_13_d_processed.sdf,decoys,21,298.415,0,0.0001151,0.000204884,-8.697425549,-0.855497766,-0.414163121,-0.040737989,6.269814355,0.5845729,6.442537444,0.633702049
test225,O=S(=O)(Oc1ccc2ccc(O)cc2c1)c1ccc(Cl)cc1,3KBA.pdb,3KBA_14_d_processed.sdf,decoys,22,334.78,0,0.428937733,0.461073675,-8.507215977,-0.39490195,-0.386691635,-0.017950089,6.381876741,0.300412155,6.301641464,0.292519963
test226,Cc1ccc(Nc2nn(-c3ccccc3)c3c2C(=O)C[C@H](C)C3)cc1C,3KBA.pdb,3KBA_15_d_processed.sdf,decoys,26,345.446,0,0.039591684,0.079081075,-9.841249262,-0.629149829,-0.378509587,-0.02419807,7.209586825,0.491749512,7.289814268,0.46603691
test227,Cc1ccn2c(Nc3ccccc3C)c(-c3ccc(C)o3)nc2c1,3KBA.pdb,3KBA_16_d_processed.sdf,decoys,24,317.392,0,0.996670425,0.0066576,-9.186780667,-0.487431697,-0.382782528,-0.020309654,6.940307617,0.274611109,6.805022717,0.361060516
